"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","163","refreshEdr_whenNotAuthorized()","","Mon Nov 03 03:52:20 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotAuthorized"
"","24","Policy is accepted Version Changes","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","56","Policy is accepted Exclusive Usage","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","3062","Contract policy is fulfilled DataExchangeGovernance use case","","Mon Nov 03 03:54:23 GMT 2025","passed","Mon Nov 03 03:54:26 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","162","refreshEdr_whenNotFound()","","Mon Nov 03 03:52:14 GMT 2025","passed","Mon Nov 03 03:52:14 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotFound"
"","61","Policy is accepted Affiliates Region (IS_ANY_OF, one element)","","Mon Nov 03 03:52:20 GMT 2025","passed","Mon Nov 03 03:52:20 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","152","triggerDataTransfer_shouldFail_whenDataFlowIsFinite()","","Mon Nov 03 03:53:10 GMT 2025","passed","Mon Nov 03 03:53:10 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsFinite"
"","1272","Refresh token success","","Mon Nov 03 03:52:25 GMT 2025","passed","Mon Nov 03 03:52:27 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_success"
"","52","Policy is accepted Contract reference","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2187","Verify the refresh endpoint is not called when auto_refresh=false","","Mon Nov 03 03:52:11 GMT 2025","passed","Mon Nov 03 03:52:13 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_whenNotAutorefresh_shouldNotCallEndpoint"
"","40","4.3.3 Verify invalid access token - incorrect aud","","Mon Nov 03 03:52:18 GMT 2025","passed","Mon Nov 03 03:52:18 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectAud"
"","129","shouldFail_whenDestinationBucketDoesNotExist()","","Mon Nov 03 03:53:25 GMT 2025","passed","Mon Nov 03 03:53:25 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldFail_whenDestinationBucketDoesNotExist"
"","35","Policy is accepted Affiliates Region","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2040","transferMultipleFiles()","","Mon Nov 03 03:53:38 GMT 2025","passed","Mon Nov 03 03:53:40 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferMultipleFiles"
"","6086","azureBlobPush_withDestFolder()","","Mon Nov 03 03:53:00 GMT 2025","passed","Mon Nov 03 03:53:06 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_withDestFolder"
"","1351","BusinessPartnerCreated event is published","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerCreatedEvent"
"","25","Policy is accepted Warranty","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","13116","httpPushNonFiniteDataTransfer()","","Mon Nov 03 03:57:15 GMT 2025","passed","Mon Nov 03 03:57:28 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushNonFiniteDataTransfer"
"","53","Policy is accepted Data Usage End Date","","Mon Nov 03 03:52:20 GMT 2025","passed","Mon Nov 03 03:52:20 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","37","4.3.1 Verifier should reject an ID token that does not contain an access token","","Mon Nov 03 03:52:18 GMT 2025","passed","Mon Nov 03 03:52:18 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_01_presentationResponse_idTokenNoTokenClaim"
"","3983","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Nov 03 03:55:25 GMT 2025","passed","Mon Nov 03 03:55:29 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody"
"","179","Expect the Catalog request to fail if a credential is expired","","Mon Nov 03 03:53:34 GMT 2025","passed","Mon Nov 03 03:53:34 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","catalogRequest_whenCredentialExpired"
"","39136","Catalog with 1000 offers","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:53:02 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_of1000Assets_shouldContainAll"
"","4556","Verify that the callbacks are invoked when negotiating an EDR","","Mon Nov 03 03:52:40 GMT 2025","passed","Mon Nov 03 03:52:44 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.NegotiateEdrTest","org.eclipse.tractusx.edc.tests.edrv2.NegotiateEdrTest","negotiateEdr_shouldInvokeCallbacks"
"","134","5.4.3.6 Verifier should reject Presentations where at least 1 credential is revoked/suspended","","Mon Nov 03 03:52:18 GMT 2025","passed","Mon Nov 03 03:52:18 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_06_presentationResponse_credentialRevoked"
"","103","Policy is not accepted Usage policy with empty permission","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","31","Policy is accepted MembershipCredential","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","43","Policy is accepted ContractTermination","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1278","The authentication token has a invalid id","","Mon Nov 03 03:52:20 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidTokenId"
"","79","Policy is accepted Data Usage End Duration Days","","Mon Nov 03 03:52:20 GMT 2025","passed","Mon Nov 03 03:52:20 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","38","Policy is accepted Empty Policy","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","53","Policy is not accepted Usage policy obligation with not allowed constraints","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","4137","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon Nov 03 03:54:52 GMT 2025","passed","Mon Nov 03 03:54:56 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate"
"","3057","transferData_failing_withProxyOriginalResponse()","","Mon Nov 03 03:54:23 GMT 2025","passed","Mon Nov 03 03:54:26 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_failing_withProxyOriginalResponse"
"","4062","transferData_failing_withProxyOriginalResponse()","","Mon Nov 03 03:55:33 GMT 2025","passed","Mon Nov 03 03:55:37 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_failing_withProxyOriginalResponse"
"","53","Policy is accepted Jurisdiction Location Reference","","Mon Nov 03 03:52:20 GMT 2025","passed","Mon Nov 03 03:52:20 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","6835","transferData_withSuspendResume()","","Mon Nov 03 03:56:00 GMT 2025","passed","Mon Nov 03 03:56:07 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withSuspendResume"
"","1290","The authentication token misses required claims: audience","","Mon Nov 03 03:52:24 GMT 2025","passed","Mon Nov 03 03:52:25 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAudience"
"","26","Policy is accepted Usage Purpose","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","35","4.3.3 Verify invalid access token - expired","","Mon Nov 03 03:52:18 GMT 2025","passed","Mon Nov 03 03:52:18 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenExpired"
"","48","Policy is accepted Managed Legal Entity Region","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2073","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success(Vault)","","Mon Nov 03 03:53:08 GMT 2025","passed","Mon Nov 03 03:53:10 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success"
"","2038","transferFile_targetContainerNotExist_shouldFail(Vault)","","Mon Nov 03 03:52:52 GMT 2025","passed","Mon Nov 03 03:52:54 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_targetContainerNotExist_shouldFail"
"","26","Policy is accepted Data Usage End Date Definition","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","33","Policy is accepted Liability","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","7938","transferData_withExpiredEdr_shouldReturn4xx()","","Mon Nov 03 03:57:55 GMT 2025","passed","Mon Nov 03 03:58:03 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","transferData_withExpiredEdr_shouldReturn4xx"
"","7190","transferFile_success()","","Mon Nov 03 03:54:15 GMT 2025","passed","Mon Nov 03 03:54:22 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","transferFile_success"
"","96","BusinessPartnerUpdated event is published","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerUpdatedEvent"
"","1583","trigger_shouldReturnSuccess_whenAllValidationsSucceed()","","Mon Nov 03 03:53:08 GMT 2025","passed","Mon Nov 03 03:53:09 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","trigger_shouldReturnSuccess_whenAllValidationsSucceed"
"","35","5.4.3.6 Verifier should reject a credential that is not yet valid","","Mon Nov 03 03:52:19 GMT 2025","passed","Mon Nov 03 03:52:19 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_06_presentationResponse_notYetValidCredential"
"","4077","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon Nov 03 03:55:29 GMT 2025","passed","Mon Nov 03 03:55:33 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate"
"","25","Policy is accepted ContractTermination","","Mon Nov 03 03:52:23 GMT 2025","passed","Mon Nov 03 03:52:23 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2540","Verify that the consumer receives only the offers he is permitted to (using the legacy CX policy)","","Mon Nov 03 03:52:19 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpn_UsingLegacyCxPolicy_shouldReject"
"","8617","transferData_withAutomaticRefresh()","","Mon Nov 03 03:57:47 GMT 2025","passed","Mon Nov 03 03:57:55 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","transferData_withAutomaticRefresh"
"","2043","transferFile_s3ToAzureMultipleFiles(Vault)","","Mon Nov 03 03:53:14 GMT 2025","passed","Mon Nov 03 03:53:16 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles"
"","24","Policy is accepted Affiliates BPNL","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","5028","The authentication token misses required claims: token","","Mon Nov 03 03:52:08 GMT 2025","passed","Mon Nov 03 03:52:13 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAccessToken"
"","160","Expect the Catalog request to fail if a credential is expired","","Mon Nov 03 03:54:19 GMT 2025","passed","Mon Nov 03 03:54:20 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialExpired"
"","6234","transferData_privateBackend()","","Mon Nov 03 03:54:00 GMT 2025","passed","Mon Nov 03 03:54:07 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_privateBackend"
"","147","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist()","","Mon Nov 03 03:53:10 GMT 2025","passed","Mon Nov 03 03:53:10 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist"
"","1302","Refresh token is null or empty (missing) [2] ","","Mon Nov 03 03:52:19 GMT 2025","passed","Mon Nov 03 03:52:20 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","37","4.3.3 Verify invalid access token - sub does not match DID document id","","Mon Nov 03 03:52:18 GMT 2025","passed","Mon Nov 03 03:52:18 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectSub"
"","281","Expect the Catalog request to fail if a credential is revoked","","Mon Nov 03 03:54:19 GMT 2025","passed","Mon Nov 03 03:54:19 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialRevoked"
"","2","verifyAgentId_whenNoMembershipCredential_forDsp08(DataspaceProfileContextRegistry)","","Mon Nov 03 03:53:53 GMT 2025","passed","Mon Nov 03 03:53:53 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyAgentId_whenNoMembershipCredential_forDsp08"
"","481","refreshEdr()","","Mon Nov 03 03:52:13 GMT 2025","passed","Mon Nov 03 03:52:13 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr"
"","7149","azureBlobPush_containerNotExist()","","Mon Nov 03 03:53:06 GMT 2025","passed","Mon Nov 03 03:53:13 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_containerNotExist"
"","19260","transferFile_largeFile(long, Vault) File size bytes: 536870912","","Mon Nov 03 03:52:02 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","26","Policy is accepted Business Partner Group","","Mon Nov 03 03:52:23 GMT 2025","passed","Mon Nov 03 03:52:23 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2042","transferFile_s3ToAzure(Vault)","","Mon Nov 03 03:53:10 GMT 2025","passed","Mon Nov 03 03:53:12 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzure"
"","2444","Consumer gets cached catalog with provider entry","","Mon Nov 03 03:53:23 GMT 2025","passed","Mon Nov 03 03:53:26 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","35","Policy is not accepted Usage policy prohibition with not allowed constraints","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","11741","shouldTerminateTransfer_whenPolicyExpires()","","Mon Nov 03 03:52:45 GMT 2025","passed","Mon Nov 03 03:52:56 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","shouldTerminateTransfer_whenPolicyExpires"
"","2166","transferFile_success()","","Mon Nov 03 03:53:23 GMT 2025","passed","Mon Nov 03 03:53:25 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferFile_success"
"","5151","transferData_withSuspendResume()","","Mon Nov 03 03:54:47 GMT 2025","passed","Mon Nov 03 03:54:52 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withSuspendResume"
"","53","Policy is accepted Warranty Definition","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1956","Policy is accepted MembershipCredential","","Mon Nov 03 03:52:18 GMT 2025","passed","Mon Nov 03 03:52:20 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","49","Policy is accepted Managed Legal Entity BPNL","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1324","Refresh token is null or empty (missing) [1] null","","Mon Nov 03 03:52:17 GMT 2025","passed","Mon Nov 03 03:52:19 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","3288","Contract policy is fulfilled DataExchangeGovernance use case","","Mon Nov 03 03:53:38 GMT 2025","passed","Mon Nov 03 03:53:41 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
